date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
1986-06-01,12.37,1.18,30,"1956-06-01 1985-06-01",90.2,2.75,30,"1956-06-01 1985-06-01",19.33,1.36,30,"1956-06-01 1985-06-01",21.33,1.6,30,"1956-06-01 1985-06-01",8.28,1.28,30,"1956-06-01 1985-06-01",57.25,3.18,30,"1956-06-01 1985-06-01",11,0.97,30,"1956-06-01 1985-06-01",2.37,0.97,30,"1956-06-01 1985-06-01",47.58,30.81,30,"1956-06-01 1985-06-01",47.58,30.81,30,"1956-06-01 1985-06-01",0,0,30,"1956-06-01 1985-06-01",0,0,30,"1956-06-01 1985-06-01",,,,
1986-05-01,9.74,0.88,30,"1956-05-01 1985-05-01",90.09,2.9,30,"1956-05-01 1985-05-01",16.48,1.27,30,"1956-05-01 1985-05-01",22.38,2.19,30,"1956-05-01 1985-05-01",5.12,1.15,30,"1956-05-01 1985-05-01",56.09,3.39,30,"1956-05-01 1985-05-01",7.96,0.97,30,"1956-05-01 1985-05-01",2.08,0.85,30,"1956-05-01 1985-05-01",54.23,26.11,30,"1956-05-01 1985-05-01",54.23,26.11,30,"1956-05-01 1985-05-01",0,0,30,"1956-05-01 1985-05-01",0,0,30,"1956-05-01 1985-05-01",,,,
1986-04-01,6.67,0.96,30,"1956-04-01 1985-04-01",90.86,3.05,30,"1956-04-01 1985-04-01",12.73,0.92,30,"1956-04-01 1985-04-01",24.92,2.39,30,"1956-04-01 1985-04-01",1.97,1.28,30,"1956-04-01 1985-04-01",58.05,3.99,30,"1956-04-01 1985-04-01",4.78,0.84,30,"1956-04-01 1985-04-01",2.71,1.12,30,"1956-04-01 1985-04-01",69.65,34.98,30,"1956-04-01 1985-04-01",69.15,34.28,30,"1956-04-01 1985-04-01",0.47,1.25,30,"1956-04-01 1985-04-01",0,0.02,30,"1956-04-01 1985-04-01",,,,
1986-03-01,4.83,1.15,30,"1956-03-01 1985-03-01",92.63,2.47,30,"1956-03-01 1985-03-01",9.78,1.1,30,"1956-03-01 1985-03-01",25.27,2.51,30,"1956-03-01 1985-03-01",0.12,1.51,30,"1956-03-01 1985-03-01",63.13,3.26,30,"1956-03-01 1985-03-01",2.48,1.21,30,"1956-03-01 1985-03-01",3.1,1.09,30,"1956-03-01 1985-03-01",106.7,36.76,30,"1956-03-01 1985-03-01",102.2,36.56,30,"1956-03-01 1985-03-01",5.27,10.41,30,"1956-03-01 1985-03-01",0.3,0.71,30,"1956-03-01 1985-03-01",,,,
1986-02-01,4.25,1.61,30,"1956-02-01 1985-02-01",94.71,2.23,30,"1956-02-01 1985-02-01",7.94,1.45,30,"1956-02-01 1985-02-01",24.03,3.1,30,"1956-02-01 1985-02-01",-0.32,1.9,30,"1956-02-01 1985-02-01",70.06,4,30,"1956-02-01 1985-02-01",1.51,1.46,30,"1956-02-01 1985-02-01",3.07,1.44,30,"1956-02-01 1985-02-01",126.61,55.64,30,"1956-02-01 1985-02-01",119.11,57.66,30,"1956-02-01 1985-02-01",7.61,12.34,30,"1956-02-01 1985-02-01",0.5,0.89,30,"1956-02-01 1985-02-01",,,,
1986-01-01,2.5,2.33,30,"1956-01-01 1985-01-01",94.29,3.48,30,"1956-01-01 1985-01-01",5.47,1.87,30,"1956-01-01 1985-01-01",22.49,4.88,30,"1956-01-01 1985-01-01",-1.89,2.92,30,"1956-01-01 1985-01-01",73.75,6.79,30,"1956-01-01 1985-01-01",-0.09,2.14,30,"1956-01-01 1985-01-01",2.94,1.51,30,"1956-01-01 1985-01-01",150.11,61.99,30,"1956-01-01 1985-01-01",129.94,61.05,30,"1956-01-01 1985-01-01",22.49,25.09,30,"1956-01-01 1985-01-01",1.9,3.3,30,"1956-01-01 1985-01-01",,,,
1985-12-01,3.42,2.07,30,"1955-12-01 1984-12-01",94.4,3.09,30,"1955-12-01 1984-12-01",6.3,1.59,30,"1955-12-01 1984-12-01",23.99,3.73,30,"1955-12-01 1984-12-01",-0.93,2.51,30,"1955-12-01 1984-12-01",74.49,5.72,30,"1955-12-01 1984-12-01",0.9,1.83,30,"1955-12-01 1984-12-01",3.37,1.11,30,"1955-12-01 1984-12-01",180.37,49.63,30,"1955-12-01 1984-12-01",163.17,55.41,30,"1955-12-01 1984-12-01",17.83,23.22,30,"1955-12-01 1984-12-01",1.3,2.81,30,"1955-12-01 1984-12-01",,,,
1985-11-01,5.56,1.35,30,"1955-11-01 1984-11-01",94.53,3.08,30,"1955-11-01 1984-11-01",8.89,1.07,30,"1955-11-01 1984-11-01",23.62,3.28,30,"1955-11-01 1984-11-01",1.15,1.8,30,"1955-11-01 1984-11-01",72.44,4.6,30,"1955-11-01 1984-11-01",2.74,1.29,30,"1955-11-01 1984-11-01",2.88,1.25,30,"1955-11-01 1984-11-01",161.51,64.89,30,"1955-11-01 1984-11-01",158.38,64.13,30,"1955-11-01 1984-11-01",2.88,5.36,30,"1955-11-01 1984-11-01",0,0.09,30,"1955-11-01 1984-11-01",,,,
1985-10-01,9.47,0.89,30,"1955-10-01 1984-10-01",95.84,1.77,30,"1955-10-01 1984-10-01",13.41,0.87,30,"1955-10-01 1984-10-01",22.23,2.55,30,"1955-10-01 1984-10-01",5.14,1.16,30,"1955-10-01 1984-10-01",71.93,2.91,30,"1955-10-01 1984-10-01",6.34,0.97,30,"1955-10-01 1984-10-01",2.3,1.1,30,"1955-10-01 1984-10-01",122.92,62.63,30,"1955-10-01 1984-10-01",122.9,62.63,30,"1955-10-01 1984-10-01",0.02,0.11,30,"1955-10-01 1984-10-01",0,0,30,"1955-10-01 1984-10-01",,,,
1985-09-01,12.74,1.09,30,"1955-09-01 1984-09-01",94.56,1.96,30,"1955-09-01 1984-09-01",18.24,1.3,30,"1955-09-01 1984-09-01",21.49,2.36,30,"1955-09-01 1984-09-01",8.63,1.23,30,"1955-09-01 1984-09-01",65.39,4.6,30,"1955-09-01 1984-09-01",10.06,0.85,30,"1955-09-01 1984-09-01",1.83,0.97,30,"1955-09-01 1984-09-01",67.98,36.98,30,"1955-09-01 1984-09-01",67.98,36.98,30,"1955-09-01 1984-09-01",0,0,30,"1955-09-01 1984-09-01",0,0,30,"1955-09-01 1984-09-01",,,,
1985-08-01,14.57,1.06,30,"1955-08-01 1984-08-01",91.85,2.73,30,"1955-08-01 1984-08-01",21.59,1.33,30,"1955-08-01 1984-08-01",19.95,1.72,30,"1955-08-01 1984-08-01",10.81,1.08,30,"1955-08-01 1984-08-01",59.56,3.92,30,"1955-08-01 1984-08-01",12.76,0.8,30,"1955-08-01 1984-08-01",2.08,0.66,30,"1955-08-01 1984-08-01",39.25,27.1,30,"1955-08-01 1984-08-01",39.25,27.1,30,"1955-08-01 1984-08-01",0,0,30,"1955-08-01 1984-08-01",0,0,30,"1955-08-01 1984-08-01",,,,
1985-07-01,14.28,0.94,30,"1955-07-01 1984-07-01",90.23,3.12,30,"1955-07-01 1984-07-01",21.77,1.35,30,"1955-07-01 1984-07-01",20.9,2.03,30,"1955-07-01 1984-07-01",10.43,0.95,30,"1955-07-01 1984-07-01",57.39,3.79,30,"1955-07-01 1984-07-01",12.72,0.81,30,"1955-07-01 1984-07-01",2.24,0.95,30,"1955-07-01 1984-07-01",35.83,25.57,30,"1955-07-01 1984-07-01",35.83,25.57,30,"1955-07-01 1984-07-01",0,0,30,"1955-07-01 1984-07-01",0,0,30,"1955-07-01 1984-07-01",,,,
1985-06-01,12.37,1.17,30,"1955-06-01 1984-06-01",90.3,2.69,30,"1955-06-01 1984-06-01",19.29,1.38,30,"1955-06-01 1984-06-01",21.31,1.58,30,"1955-06-01 1984-06-01",8.3,1.26,30,"1955-06-01 1984-06-01",57.45,3.03,30,"1955-06-01 1984-06-01",10.99,0.98,30,"1955-06-01 1984-06-01",2.42,1,30,"1955-06-01 1984-06-01",49.04,31.07,30,"1955-06-01 1984-06-01",49.04,31.07,30,"1955-06-01 1984-06-01",0,0,30,"1955-06-01 1984-06-01",0,0,30,"1955-06-01 1984-06-01",,,,
1985-05-01,9.67,0.94,30,"1955-05-01 1984-05-01",90.06,2.9,30,"1955-05-01 1984-05-01",16.41,1.32,30,"1955-05-01 1984-05-01",22.55,2.28,30,"1955-05-01 1984-05-01",5.06,1.18,30,"1955-05-01 1984-05-01",56.09,3.4,30,"1955-05-01 1984-05-01",7.92,1,30,"1955-05-01 1984-05-01",2.13,0.92,30,"1955-05-01 1984-05-01",54.45,26.05,30,"1955-05-01 1984-05-01",54.45,26.05,30,"1955-05-01 1984-05-01",0,0,30,"1955-05-01 1984-05-01",0,0,30,"1955-05-01 1984-05-01",,,,
1985-04-01,6.62,1.01,30,"1955-04-01 1984-04-01",90.79,3.06,30,"1955-04-01 1984-04-01",12.71,0.94,30,"1955-04-01 1984-04-01",25.08,2.46,30,"1955-04-01 1984-04-01",1.9,1.32,30,"1955-04-01 1984-04-01",57.84,4.03,30,"1955-04-01 1984-04-01",4.73,0.86,30,"1955-04-01 1984-04-01",2.81,1.19,30,"1955-04-01 1984-04-01",69.03,34.94,30,"1955-04-01 1984-04-01",68.46,34.25,30,"1955-04-01 1984-04-01",0.55,1.29,30,"1955-04-01 1984-04-01",0,0.02,30,"1955-04-01 1984-04-01",,,,
1985-03-01,4.76,1.25,30,"1955-03-01 1984-03-01",92.62,2.47,30,"1955-03-01 1984-03-01",9.7,1.23,30,"1955-03-01 1984-03-01",25.49,2.52,30,"1955-03-01 1984-03-01",0.04,1.61,30,"1955-03-01 1984-03-01",63.09,3.28,30,"1955-03-01 1984-03-01",2.45,1.24,30,"1955-03-01 1984-03-01",3.18,1.14,30,"1955-03-01 1984-03-01",106.25,36.9,30,"1955-03-01 1984-03-01",101.75,36.68,30,"1955-03-01 1984-03-01",5.28,10.41,30,"1955-03-01 1984-03-01",0.3,0.71,30,"1955-03-01 1984-03-01",,,,
1985-02-01,4.25,1.62,30,"1955-02-01 1984-02-01",94.8,2.19,30,"1955-02-01 1984-02-01",7.92,1.47,30,"1955-02-01 1984-02-01",24.14,3.04,30,"1955-02-01 1984-02-01",-0.33,1.91,30,"1955-02-01 1984-02-01",70.08,3.98,30,"1955-02-01 1984-02-01",1.5,1.47,30,"1955-02-01 1984-02-01",3.1,1.43,30,"1955-02-01 1984-02-01",126.07,56.04,30,"1955-02-01 1984-02-01",118.56,58.16,30,"1955-02-01 1984-02-01",7.34,11.99,30,"1955-02-01 1984-02-01",0.4,0.8,30,"1955-02-01 1984-02-01",,,,
1985-01-01,2.54,2.34,30,"1955-01-01 1984-01-01",94.26,3.45,30,"1955-01-01 1984-01-01",5.5,1.86,30,"1955-01-01 1984-01-01",22.85,4.41,30,"1955-01-01 1984-01-01",-1.82,2.94,30,"1955-01-01 1984-01-01",73.65,6.67,30,"1955-01-01 1984-01-01",0.02,2.14,30,"1955-01-01 1984-01-01",3.09,1.43,30,"1955-01-01 1984-01-01",152.03,59,30,"1955-01-01 1984-01-01",131.87,58.64,30,"1955-01-01 1984-01-01",22.5,25.09,30,"1955-01-01 1984-01-01",1.8,3.31,30,"1955-01-01 1984-01-01",,,,
1984-12-01,3.56,2.01,30,"1954-12-01 1983-12-01",94.44,3.1,30,"1954-12-01 1983-12-01",6.43,1.5,30,"1954-12-01 1983-12-01",24.36,3.33,30,"1954-12-01 1983-12-01",-0.78,2.47,30,"1954-12-01 1983-12-01",74.52,5.72,30,"1954-12-01 1983-12-01",1.04,1.75,30,"1954-12-01 1983-12-01",3.51,1.08,30,"1954-12-01 1983-12-01",179.56,50.17,30,"1954-12-01 1983-12-01",163.03,55.47,30,"1954-12-01 1983-12-01",16.72,23.25,30,"1954-12-01 1983-12-01",1.3,2.85,29,"1955-12-01 1983-12-01",,,,
1984-11-01,5.66,1.48,30,"1954-11-01 1983-11-01",94.63,3.13,30,"1954-11-01 1983-11-01",8.98,1.16,30,"1954-11-01 1983-11-01",23.62,3.28,30,"1954-11-01 1983-11-01",1.25,1.9,30,"1954-11-01 1983-11-01",72.56,4.64,30,"1954-11-01 1983-11-01",2.83,1.42,30,"1954-11-01 1983-11-01",2.96,1.29,30,"1954-11-01 1983-11-01",163,67.09,30,"1954-11-01 1983-11-01",159.94,66.52,30,"1954-11-01 1983-11-01",2.8,5.38,30,"1954-11-01 1983-11-01",0,0.09,29,"1955-11-01 1983-11-01",,,,
1984-10-01,9.5,0.86,30,"1954-10-01 1983-10-01",95.87,1.74,30,"1954-10-01 1983-10-01",13.43,0.84,30,"1954-10-01 1983-10-01",22.28,2.54,30,"1954-10-01 1983-10-01",5.18,1.12,30,"1954-10-01 1983-10-01",72,2.83,30,"1954-10-01 1983-10-01",6.35,0.97,30,"1954-10-01 1983-10-01",2.33,1.11,30,"1954-10-01 1983-10-01",120.28,63.96,30,"1954-10-01 1983-10-01",120.26,63.96,30,"1954-10-01 1983-10-01",0.02,0.11,30,"1954-10-01 1983-10-01",0,0,29,"1955-10-01 1983-10-01",,,,
1984-09-01,12.8,1.06,30,"1954-09-01 1983-09-01",94.7,1.91,30,"1954-09-01 1983-09-01",18.23,1.3,30,"1954-09-01 1983-09-01",21.5,2.36,30,"1954-09-01 1983-09-01",8.71,1.22,30,"1954-09-01 1983-09-01",65.78,4.42,30,"1954-09-01 1983-09-01",10.1,0.86,30,"1954-09-01 1983-09-01",1.86,0.98,30,"1954-09-01 1983-09-01",68.16,36.86,30,"1954-09-01 1983-09-01",68.16,36.86,30,"1954-09-01 1983-09-01",0,0,30,"1954-09-01 1983-09-01",0,0,29,"1955-09-01 1983-09-01",,,,
1984-08-01,14.6,1.04,30,"1954-08-01 1983-08-01",92.15,2.51,30,"1954-08-01 1983-08-01",21.52,1.37,30,"1954-08-01 1983-08-01",19.98,1.72,30,"1954-08-01 1983-08-01",10.86,1.05,30,"1954-08-01 1983-08-01",60.02,3.81,30,"1954-08-01 1983-08-01",12.75,0.8,30,"1954-08-01 1983-08-01",2.13,0.72,30,"1954-08-01 1983-08-01",41.18,27.41,30,"1954-08-01 1983-08-01",41.18,27.41,30,"1954-08-01 1983-08-01",0,0,30,"1954-08-01 1983-08-01",0,0,29,"1955-08-01 1983-08-01",,,,
1984-07-01,14.24,0.98,30,"1954-07-01 1983-07-01",90.37,3.06,30,"1954-07-01 1983-07-01",21.71,1.39,30,"1954-07-01 1983-07-01",20.92,2.02,30,"1954-07-01 1983-07-01",10.39,1,30,"1954-07-01 1983-07-01",57.41,3.78,30,"1954-07-01 1983-07-01",12.67,0.85,30,"1954-07-01 1983-07-01",2.28,0.95,30,"1954-07-01 1983-07-01",36.58,24.95,30,"1954-07-01 1983-07-01",36.58,24.95,30,"1954-07-01 1983-07-01",0,0,30,"1954-07-01 1983-07-01",0,0,29,"1955-07-01 1983-07-01",,,,
1984-06-01,12.34,1.19,30,"1954-06-01 1983-06-01",90.36,2.7,30,"1954-06-01 1983-06-01",19.27,1.4,30,"1954-06-01 1983-06-01",21.43,1.52,30,"1954-06-01 1983-06-01",8.25,1.29,30,"1954-06-01 1983-06-01",57.37,3,30,"1954-06-01 1983-06-01",10.94,1.01,30,"1954-06-01 1983-06-01",2.49,1,30,"1954-06-01 1983-06-01",48.56,30.87,30,"1954-06-01 1983-06-01",48.56,30.87,30,"1954-06-01 1983-06-01",0,0,30,"1954-06-01 1983-06-01",0,0,29,"1955-06-01 1983-06-01",,,,
1984-05-01,9.67,0.94,30,"1954-05-01 1983-05-01",89.92,2.88,30,"1954-05-01 1983-05-01",16.49,1.3,30,"1954-05-01 1983-05-01",22.67,2.26,30,"1954-05-01 1983-05-01",5.07,1.18,30,"1954-05-01 1983-05-01",55.94,3.51,30,"1954-05-01 1983-05-01",7.93,1,30,"1954-05-01 1983-05-01",2.17,0.95,30,"1954-05-01 1983-05-01",51.78,24.15,30,"1954-05-01 1983-05-01",51.78,24.15,30,"1954-05-01 1983-05-01",0,0,30,"1954-05-01 1983-05-01",0,0,29,"1955-05-01 1983-05-01",,,,
1984-04-01,6.56,1.05,30,"1954-04-01 1983-04-01",90.74,3.07,30,"1954-04-01 1983-04-01",12.66,0.98,30,"1954-04-01 1983-04-01",25.23,2.58,30,"1954-04-01 1983-04-01",1.83,1.37,30,"1954-04-01 1983-04-01",57.8,4.06,30,"1954-04-01 1983-04-01",4.71,0.87,30,"1954-04-01 1983-04-01",2.86,1.22,30,"1954-04-01 1983-04-01",66.69,33.49,30,"1954-04-01 1983-04-01",66.11,32.72,30,"1954-04-01 1983-04-01",0.55,1.29,30,"1954-04-01 1983-04-01",0,0.02,29,"1955-04-01 1983-04-01",,,,
1984-03-01,4.64,1.22,30,"1954-03-01 1983-03-01",92.57,2.47,30,"1954-03-01 1983-03-01",9.62,1.2,30,"1954-03-01 1983-03-01",25.6,2.42,30,"1954-03-01 1983-03-01",-0.15,1.59,30,"1954-03-01 1983-03-01",62.67,3.45,30,"1954-03-01 1983-03-01",2.3,1.26,30,"1954-03-01 1983-03-01",3.16,1.16,30,"1954-03-01 1983-03-01",103.49,38.2,30,"1954-03-01 1983-03-01",98.97,37.68,30,"1954-03-01 1983-03-01",5.29,10.4,30,"1954-03-01 1983-03-01",0.3,0.72,29,"1955-03-01 1983-03-01",,,,
1984-02-01,4.23,1.61,30,"1954-02-01 1983-02-01",94.85,2.21,30,"1954-02-01 1983-02-01",7.89,1.45,30,"1954-02-01 1983-02-01",24.27,3.14,30,"1954-02-01 1983-02-01",-0.37,1.89,30,"1954-02-01 1983-02-01",70.16,4.03,30,"1954-02-01 1983-02-01",1.47,1.44,30,"1954-02-01 1983-02-01",3.13,1.47,30,"1954-02-01 1983-02-01",123.73,55.3,30,"1954-02-01 1983-02-01",116.21,57.15,30,"1954-02-01 1983-02-01",7.34,11.99,30,"1954-02-01 1983-02-01",0.4,0.81,29,"1955-02-01 1983-02-01",,,,
1984-01-01,2.4,2.33,30,"1954-01-01 1983-01-01",94.21,3.41,30,"1954-01-01 1983-01-01",5.37,1.89,30,"1954-01-01 1983-01-01",23.21,4.48,30,"1954-01-01 1983-01-01",-1.98,2.93,30,"1954-01-01 1983-01-01",73.5,6.61,30,"1954-01-01 1983-01-01",-0.1,2.15,30,"1954-01-01 1983-01-01",3.17,1.44,30,"1954-01-01 1983-01-01",150.61,57.75,30,"1954-01-01 1983-01-01",127.9,56.57,30,"1954-01-01 1983-01-01",25.1,26.9,30,"1954-01-01 1983-01-01",1.9,3.35,29,"1955-01-01 1983-01-01",,,,
1983-12-01,3.78,1.86,30,"1953-12-01 1982-12-01",94.72,2.96,30,"1953-12-01 1982-12-01",6.57,1.44,30,"1953-12-01 1982-12-01",24.79,3.02,30,"1953-12-01 1982-12-01",-0.49,2.25,30,"1953-12-01 1982-12-01",75.15,5.16,30,"1953-12-01 1982-12-01",1.22,1.64,30,"1953-12-01 1982-12-01",3.58,1.02,30,"1953-12-01 1982-12-01",183.51,47.05,30,"1953-12-01 1982-12-01",167.28,53.4,30,"1953-12-01 1982-12-01",16.44,23.39,30,"1953-12-01 1982-12-01",1.4,2.89,28,"1955-12-01 1982-12-01",,,,
1983-11-01,5.71,1.53,30,"1953-11-01 1982-11-01",94.76,3.15,30,"1953-11-01 1982-11-01",9.01,1.19,30,"1953-11-01 1982-11-01",23.82,3.46,30,"1953-11-01 1982-11-01",1.28,1.94,30,"1953-11-01 1982-11-01",72.57,4.64,30,"1953-11-01 1982-11-01",2.83,1.42,30,"1953-11-01 1982-11-01",2.94,1.26,30,"1953-11-01 1982-11-01",157.63,57.63,30,"1953-11-01 1982-11-01",154.57,56.66,30,"1953-11-01 1982-11-01",2.8,5.38,30,"1953-11-01 1982-11-01",0,0.09,28,"1955-11-01 1982-11-01",,,,
1983-10-01,9.56,0.91,30,"1953-10-01 1982-10-01",95.95,1.79,30,"1953-10-01 1982-10-01",13.48,0.84,30,"1953-10-01 1982-10-01",22.48,2.32,30,"1953-10-01 1982-10-01",5.22,1.14,30,"1953-10-01 1982-10-01",72.1,2.93,30,"1953-10-01 1982-10-01",6.39,0.97,30,"1953-10-01 1982-10-01",2.4,1.08,30,"1953-10-01 1982-10-01",120.16,64.02,30,"1953-10-01 1982-10-01",120.14,64.02,30,"1953-10-01 1982-10-01",0.02,0.11,30,"1953-10-01 1982-10-01",0,0,28,"1955-10-01 1982-10-01",,,,
1983-09-01,12.86,1.05,30,"1953-09-01 1982-09-01",94.8,1.91,30,"1953-09-01 1982-09-01",18.26,1.3,30,"1953-09-01 1982-09-01",21.55,2.44,30,"1953-09-01 1982-09-01",8.78,1.18,30,"1953-09-01 1982-09-01",65.82,4.4,30,"1953-09-01 1982-09-01",10.14,0.86,30,"1953-09-01 1982-09-01",1.9,1.01,30,"1953-09-01 1982-09-01",68.45,36.96,30,"1953-09-01 1982-09-01",68.45,36.96,30,"1953-09-01 1982-09-01",0,0,30,"1953-09-01 1982-09-01",0,0,28,"1955-09-01 1982-09-01",,,,
1983-08-01,14.61,1.05,30,"1953-08-01 1982-08-01",92.29,2.58,30,"1953-08-01 1982-08-01",21.51,1.37,30,"1953-08-01 1982-08-01",20.07,1.79,30,"1953-08-01 1982-08-01",10.87,1.06,30,"1953-08-01 1982-08-01",60.06,3.82,30,"1953-08-01 1982-08-01",12.74,0.79,30,"1953-08-01 1982-08-01",2.15,0.71,30,"1953-08-01 1982-08-01",42.16,27.31,30,"1953-08-01 1982-08-01",42.16,27.31,30,"1953-08-01 1982-08-01",0,0,30,"1953-08-01 1982-08-01",0,0,28,"1955-08-01 1982-08-01",,,,
1983-07-01,14.26,0.99,30,"1953-07-01 1982-07-01",90.36,3.06,30,"1953-07-01 1982-07-01",21.78,1.38,30,"1953-07-01 1982-07-01",20.9,2.03,30,"1953-07-01 1982-07-01",10.42,1.01,30,"1953-07-01 1982-07-01",57.29,3.75,30,"1953-07-01 1982-07-01",12.68,0.85,30,"1953-07-01 1982-07-01",2.28,0.95,30,"1953-07-01 1982-07-01",35.15,23.64,30,"1953-07-01 1982-07-01",35.15,23.64,30,"1953-07-01 1982-07-01",0,0,30,"1953-07-01 1982-07-01",0,0,28,"1955-07-01 1982-07-01",,,,
1983-06-01,12.33,1.19,30,"1953-06-01 1982-06-01",90.49,2.8,30,"1953-06-01 1982-06-01",19.24,1.42,30,"1953-06-01 1982-06-01",21.44,1.51,30,"1953-06-01 1982-06-01",8.26,1.29,30,"1953-06-01 1982-06-01",57.54,3.15,30,"1953-06-01 1982-06-01",10.9,1.01,30,"1953-06-01 1982-06-01",2.48,0.99,30,"1953-06-01 1982-06-01",48.56,30.87,30,"1953-06-01 1982-06-01",48.56,30.87,30,"1953-06-01 1982-06-01",0,0,30,"1953-06-01 1982-06-01",0,0,28,"1955-06-01 1982-06-01",,,,
1983-05-01,9.65,0.91,30,"1953-05-01 1982-05-01",90,2.87,30,"1953-05-01 1982-05-01",16.47,1.28,30,"1953-05-01 1982-05-01",22.81,2.33,30,"1953-05-01 1982-05-01",5.04,1.15,30,"1953-05-01 1982-05-01",55.94,3.51,30,"1953-05-01 1982-05-01",7.9,0.97,30,"1953-05-01 1982-05-01",2.13,0.95,30,"1953-05-01 1982-05-01",51.76,24.16,30,"1953-05-01 1982-05-01",51.76,24.16,30,"1953-05-01 1982-05-01",0,0,30,"1953-05-01 1982-05-01",0,0,28,"1955-05-01 1982-05-01",,,,
1983-04-01,6.58,1.08,30,"1953-04-01 1982-04-01",90.93,3.16,30,"1953-04-01 1982-04-01",12.65,0.97,30,"1953-04-01 1982-04-01",25.3,2.49,30,"1953-04-01 1982-04-01",1.85,1.39,30,"1953-04-01 1982-04-01",58,4.34,30,"1953-04-01 1982-04-01",4.72,0.87,30,"1953-04-01 1982-04-01",2.87,1.21,30,"1953-04-01 1982-04-01",64.18,31.59,30,"1953-04-01 1982-04-01",63.73,30.98,30,"1953-04-01 1982-04-01",0.42,1.15,30,"1953-04-01 1982-04-01",0,0.02,28,"1955-04-01 1982-04-01",,,,
1983-03-01,4.61,1.17,30,"1953-03-01 1982-03-01",92.69,2.52,30,"1953-03-01 1982-03-01",9.56,1.13,30,"1953-03-01 1982-03-01",25.64,2.42,30,"1953-03-01 1982-03-01",-0.19,1.54,30,"1953-03-01 1982-03-01",62.86,3.68,30,"1953-03-01 1982-03-01",2.24,1.19,30,"1953-03-01 1982-03-01",3.17,1.15,30,"1953-03-01 1982-03-01",101.13,37.49,30,"1953-03-01 1982-03-01",96.61,36.67,30,"1953-03-01 1982-03-01",5.29,10.4,30,"1953-03-01 1982-03-01",0.3,0.73,28,"1955-03-01 1982-03-01",,,,
1983-02-01,4.17,1.56,30,"1953-02-01 1982-02-01",94.87,2.22,30,"1953-02-01 1982-02-01",7.84,1.42,30,"1953-02-01 1982-02-01",24.38,3.14,30,"1953-02-01 1982-02-01",-0.43,1.82,30,"1953-02-01 1982-02-01",70.15,4.02,30,"1953-02-01 1982-02-01",1.42,1.4,30,"1953-02-01 1982-02-01",3.05,1.49,30,"1953-02-01 1982-02-01",118.34,52.05,30,"1953-02-01 1982-02-01",110.83,53.25,30,"1953-02-01 1982-02-01",7.34,11.99,30,"1953-02-01 1982-02-01",0.4,0.82,28,"1955-02-01 1982-02-01",,,,
1983-01-01,2.41,2.35,30,"1953-01-01 1982-01-01",94.28,3.46,30,"1953-01-01 1982-01-01",5.35,1.86,30,"1953-01-01 1982-01-01",23.41,4.59,30,"1953-01-01 1982-01-01",-1.99,2.92,30,"1953-01-01 1982-01-01",73.69,6.71,30,"1953-01-01 1982-01-01",-0.11,2.14,30,"1953-01-01 1982-01-01",3.22,1.45,30,"1953-01-01 1982-01-01",152.86,59.82,30,"1953-01-01 1982-01-01",129.85,59.03,30,"1953-01-01 1982-01-01",25.39,26.67,30,"1953-01-01 1982-01-01",1.9,3.39,28,"1955-01-01 1982-01-01",,,,
1982-12-01,3.79,1.89,29,"1953-12-01 1981-12-01",94.79,2.99,29,"1953-12-01 1981-12-01",6.61,1.46,30,"1952-12-01 1981-12-01",24.87,3.04,29,"1953-12-01 1981-12-01",-0.5,2.29,29,"1953-12-01 1981-12-01",75.27,5.21,29,"1953-12-01 1981-12-01",1.26,1.65,30,"1952-12-01 1981-12-01",3.56,1.03,29,"1953-12-01 1981-12-01",183.48,47.07,30,"1952-12-01 1981-12-01",167.2,53.43,30,"1952-12-01 1981-12-01",16.5,23.35,30,"1952-12-01 1981-12-01",1.4,2.94,27,"1955-12-01 1981-12-01",,,,
1982-11-01,5.76,1.53,29,"1953-11-01 1981-11-01",94.73,3.2,29,"1953-11-01 1981-11-01",9.05,1.17,30,"1952-11-01 1981-11-01",23.95,3.45,29,"1953-11-01 1981-11-01",1.33,1.95,29,"1953-11-01 1981-11-01",72.61,4.72,29,"1953-11-01 1981-11-01",2.86,1.39,30,"1952-11-01 1981-11-01",2.94,1.28,29,"1953-11-01 1981-11-01",152.91,61.67,30,"1952-11-01 1981-11-01",149.85,60.54,30,"1952-11-01 1981-11-01",2.8,5.38,30,"1952-11-01 1981-11-01",0,0.1,27,"1955-11-01 1981-11-01",,,,
