,datasetid,recordid,record_timestamp,fields.status,fields.descriptionofwork,fields.yearofinstallation,fields.photourl.mimetype,fields.photourl.format,fields.photourl.filename,fields.photourl.width,fields.photourl.id,fields.photourl.height,fields.photourl.thumbnail,fields.sitename,fields.registryid,fields.url,fields.neighbourhood,fields.geom.type,fields.geom.coordinates,fields.photocredits,fields.ownership,fields.artists,fields.siteaddress,fields.artistprojectstatement,fields.geo_local_area,fields.type,fields.primarymaterial,fields.locationonsite,longitude,latitude
207,public-art,9f389d109ce7e760ac23fa5fd23f3240f84638eb,2020-06-22T10:31:46.074000+00:00,Removed,"The artwork is part of a series of Indigenous artwork, commissioned through the City’s Indigenous Artist Call 2018.",2018,application/octet-stream,aspx?AreaId=768&ImageId=1368,Ly Centre - John Paul Velten - Photo Credit Rachel Topham - Full Shot.JPG,300.0,d33f27da59fe8de07a98c1d0e2732290,300.0,False,Canada Line - Vancouver City Centre Station,768,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=768,Downtown,Point,"[-123.119083, 49.281865]",Rachel Topham,City of Vancouver,596,Georgia & Granville Street,"""Interconnected life. Intuitive decisions and the routes we choose directly connect with the path of others. Love and pain, one can not exist without the other and the two are beautifully communicating. The acts of the past effect today, the decisions of the present effect the future. The future is a reflection of collective decisions made by all. This piece is a narrative of life's ups and downs, light and darkness, life and death."" - John Velten",Downtown,Mural,,,-123.119083,49.281865
208,public-art,5c188072f6687ef2a4ebbf75795a58f157d40d90,2020-06-22T10:31:46.074000+00:00,Removed,"Neighbours is a series of twenty posters displayed at various transit shelters throughout the City of Vancouver. Incorporating drawn images of birds of different species gathered together into one flock as notional surrogates for the varied population of peoples that make up the city, this assemblage of birds will be made up of a diverse polyglot group. Not unlike the ""impossible bouquet"" - a concept that emerged in Dutch still life painting in the 17th century, which was an artificial fantasy of flowers that could never bloom naturally in the same season and geographic region - the birds depicted at once mirror the cultural identities of the inhabitants of this city of Vancouver from different parts of the world while speaking to the democratic nature of the public transit system which brings together people from all walks of life. Produced by the Contemporary Art Gallery in partnership with the City of Vancouver Public Art Program.",2018,application/octet-stream,aspx?AreaId=771&ImageId=1311,L20180919-175218-FE1_web.jpg,300.0,dbcb24fbe0063d4a4b2153672f2e61d4,300.0,False,Transit shelters around the city,771,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=771,,,,Four Eyes Portraits,Privately owned,374,,,,Two-dimensional artwork,Ink on paper,20 transit shelter advertisement locations,-123.1207,49.2827
209,public-art,0f4dee2065cdc19cf9b4e185bb0f0eaabea6c6d4,2020-06-22T10:31:46.074000+00:00,Removed,"THE WALL is a Vancouver Heritage Foundation public art initiative. It is made possible by a partnership between Vancouver Heritage Foundation and CBC Radio-Canada, and is produced in partnership with the City of Vancouver Public Art Program. THE WALL features a new artist every year.",2018,application/octet-stream,aspx?AreaId=780&ImageId=1398,Limage 2.jpg,300.0,edbe472e1e030c488b4d7f75a07c3c56,300.0,False,CBC Vancouver Broadcast Centre Plaza,780,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=780,Downtown,Point,"[-123.114234, 49.279663]",Henry Tsang,Vancouver Heritage Foundation,149,700 Hamilton Street,"Building A - Livestock Building is an infrared photograph of the 1929 Livestock Building located on the Pacific National Exhibition (PNE) fairgrounds. The image has been captured by a thermal imaging camera, normally used by the construction industry, which has been designed to display differences in temperature by detecting light rays that are invisible to the human eye.Most PNE fairgoers are familiar with the Livestock Building, entering through one of its many barn doors along its south side to cheer on the baby pig races, pet the chickens, llamas and rabbits, and ogle animals large and small. What is not so evident when wandering through this expansive space was its change of use in 1942 when the grounds, then known as Hastings Park, were expropriated by the Department of National Defense.With the declaration of war against Japan, the Government of Canada evoked the War Measures Act and authorized removal of “all persons of Japanese racial origins,” from the west coast “protected area” of British Columbia, even though the majority were Canadian born and Naturalized Canadians. Some 22,000 Japanese Canadians, then labeled “enemy aliens,” were uprooted from their homes and sent to various sites, including internment camps, road construction camps and sugar beet farms in the BC interior, Alberta, Manitoba and Ontario. All personal properties, such as fishing boats, farms, businesses and homes, were confiscated and sold without owners’ consent to cover the costs of their internment.Beginning in March 16, 1942, some 8,000 persons, removed from fishing, lumber and mining villages along the north coast and Vancouver Island, were held at Hastings Park while campsites to which they were eventually transferred were being developed. The stables and cattle stalls of the Livestock Building were converted into a makeshift women and children’s dormitory. Other structures were used as boys and men’s dorms, mess halls, kitchen, hospital and isolation ward. Young men were separated from their families, and sent to work at road camp sites. By September, 1942, there were 3,866 women, men and children living in various buildings on thissite.The archival photograph is from a series that local photographer LeonardFrank was contracted to document for the BC Security Commission, which was created in 1942 to oversee the internment process. This image portrays the interior of the Livestock Building, with bedsheets dividing the living quarters. The thermal photograph suggests a way of seeing what is no longer obvious or visible to us today.",Downtown,Mural,Photo on vinyl,On the wall to the right of the main entrance of CBC Vancouver (Hamilton Street plaza),-123.114234,49.279663
210,public-art,5710c264bc5f20a13d90009c8dd9a7d03ff45132,2020-06-22T10:31:46.074000+00:00,In place,"The artwork is part of a series of Indigenous artwork, commissioned through the City’s Indigenous Artist Call 2018.",2018,application/octet-stream,aspx?AreaId=790&ImageId=1411,LGeorgia St & Cardero St - Adele Arseneau - Photo by Scott Massey.JPG,300.0,b7fa6f394977b977016b4441696a4a53,300.0,False,West Georgia Street,790,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=790,Downtown,,,SITE Photography,City of Vancouver,608,,"Growing up as a non-status Cree on my mom's side and Métis on my dad's side, and even being accepted into the Dakelh culture, Luk sil yoo clan. I’ve always lived in-between cultures. Never really accepted because I'm not what people are accustomed to. This project is a reflection of everything falling in-between.  The utility boxes, the animals, and the people who helped me create this art, even the art itself. My style is Dakelh and Cree, similar to Haida but it’s own. The animals portrayed, make their lives in the diminishing spaces that fall in-between our continued expansion. The youth who participated, live in-between spaces of society, dealing with issues that people do not wish to see. The utility boxes live in the unseen in-between also. Never being really noticed, yet all are integral to the fabric of life here in Vancouver.",,Two-dimensional artwork,Vinyl Print,Ten utility boxes located downtown along Georgia Street,-123.1207,49.2827
211,public-art,6c49666b917989f8c429c1ab2ca5944f1ab19a6e,2020-06-22T10:31:46.074000+00:00,Removed,"Over the course of a year, Vancouver-based artist Diyan Achjadi installed unique poster prints on the fencing around construction sites in the Main, Cambie, and Railtown neighbourhoods. Coming Soon! drew inspiration from elements and patterns found on building sites such as dirt piles, tools and traffic cones. It then represented them through traditional drawing and fine art printing processes.The delicate materials and methods used were a contrast to the heavy-duty processes taking place on the sites behind the fencing. Coming Soon! was selected as part of the Artist-Initiated Public Art Call in 2017.Locations:Rendition Developments Inc.: 5679 Main St, 494 Railway St, and 224 West 8thOnni Group: 399 East 1st AvePortLiving: Midtown Central at 702 East BroadwayPennyfarthing Homes: 4988 Cambie St and 5030-5070 Cambie StLocarno Legacy Corporation: 2468 Balaclava StWelk’s General Store at 3511 Main St.",2018,,,,,,,,"Fencing around construction sites in the Main, Cambie, and Railtown neighbourhoods.",797,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=797,,,,,City of Vancouver,369,,,,Two-dimensional artwork,,,-123.1207,49.2827
212,public-art,577847de5b6678e5f854b051f927f422e4539722,2020-06-22T10:31:46.074000+00:00,In place,,2019,application/octet-stream,aspx?AreaId=798&ImageId=1610,LKoh_LifeUndertheMarquee_photoGKoh_2561 copy.jpg,300.0,d8ab2d5f9b1d9e94ee9844b849e785fa,300.0,False,Tate Downtown,798,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=798,Downtown,Point,"[-123.128625, 49.277218]",Germaine Koh,Privately owned - Strata,395,1283 Howe Street,"Life Under the Marquee is a matrix of LEDs creating a very low-resolution video display integrated into the dramatic ceiling canopy at the south-east corner of the Tate Downtown tower. The abstracted video feed, from a webcam incorporated into a public control panel at street level, reflects the street activity, animating the patio area.The animated display has a second function: triggered by a button on the control panel, the video feed becomes the starting-point for a computer animation of abstract figures which move, evolve and travel across the display. Many will recognize this particular procedurally-generated animation as the computer program known as Game Of Life, which unfolds frame-by-frame through a simple set of rules that determines whether each pixel lights up, stays lit, turns off, or stays off based on the number of its neighbours which are lit. The animation is intriguing because it creates patterns that appear intentional, and seem to relate to human activity.",Downtown,Site-integrated work,"LED modules, webcam and monitor, LED controllers, Raspberry Pi computer","Soffit at south-east corner of 1283 Howe building, north-west corner of Howe & Drake Streets",-123.128625,49.277218
213,public-art,4b793304890678c5180240bf3539bb93a73fd9d3,2020-06-22T10:31:46.074000+00:00,In place,"Adrift is suspended in the double-height skylit space that spans between floors eight and nine at VPL Central Library. Made of polished cast stainless steel and translucent cast resin, the sculpture suggests the skeletal form of a vessel or a boat fashioned from pieces of driftwood. The cast resin ribs of the boat’s hull also create the notion of fossilized bones. Seeming to float in the vaulted space, the new artwork is viewable from multiple vantage points—from below on floor eight and from above and the sides on floor nine.The sculpture connects to the foreshores of the region: the boats used for trade, fishing, and connecting communities on these lands and waters since before recorded history, and the continuing significance of boats and travel to the histories, myths, and narratives told in cultures across the world.",2019,application/octet-stream,aspx?AreaId=805&ImageId=1538,LAdrift - Image DSC1578 - Photo Credit Henri Robideau.JPG,300.0,b26608925762e10239730cee5c15e75f,300.0,False,VPL Central Library,805,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=805,Downtown,Point,"[-123.115556, 49.279698]",Henri Robideau,City of Vancouver,341;595,350 West Georgia Street,"""Adrift, suspended beneath the light of the sky silently asks the question – a boat or a carcass? The disparity between these two entities, a boat as an empty vessel and a carcass as evidence of death is a signal of the uncertain future that we all face together.The unsettling nature of this sculpture hangs in the air, resting somewhere between our limited understanding of our ancient past and our inability to predict what is to come in time.”",Downtown,Sculpture,Stainless steel and translucent cast resin,In the vaulted space between floors 8 & 9,-123.115556,49.279698
214,public-art,22c95b9cead2a04cf5909b2cdd67f16ed3c72a84,2020-06-22T10:31:46.074000+00:00,In place,"Still Standing is a folding screen live structure made up of aluminum ""shingles"" evoking the cedar shakes of the old west end houses, First Nations plank houses and fish scales.",2019,application/octet-stream,aspx?AreaId=806&ImageId=1536,LPendrell5web.jpg,300.0,cf66458cb12f7e1f8a25eebd584fca59,300.0,False,,806,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=806,West End,,,The Collective You,Westbank,618,1750 Pendrell Street,The West End of Vancouver has experienced many transformations as it has evolved from a densely forested area to an urban neighborhood. Still Standing salutes the neighborhood’s once dominant Victorian architectural aesthetic while alluding -- through its fish scale pattern -- to the role of biomimicry in our interactions with the world.,,Site-integrated work,Aluminum; Steel,The artwork sits on the raised HHS steel beams in front of the amenities building to the west of the main building on Pendrell Street,-123.1207,49.2827
215,public-art,0c43d6194b7ba00541738eecf372b940b6e82f4f,2020-06-22T10:31:46.074000+00:00,In place,"The artwork is part of a series of murals in Chinatown, commissioned through the City's Chinatown Mural Artist Call 2019. In February 2019, the City invited proposals for temporary painted murals and digital printed artwork within Chinatown's public realm. In April 2019, proposals were shortlisted by a panel of art experts from Chinatown who have cultural knowledge of the neighbourhood's heritage, with four projects then recommended for commission.The mural depicts a huge communal table in the center where people of different ethnicities and ages are joined together; they are engaged in activities that can be easily found happening in Chinatown, from eating Asian pastries to language learning.",2019,application/octet-stream,aspx?AreaId=808&ImageId=1586,LChinatown-2019-Dawn-Lo-Web-Photo-By-Rachel-Topham.jpg,300.0,0919392860628f7222d84b2603bacad3,300.0,False,Chinese Cultural Center (CCC),808,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=808,DowntownEastside,Point,"[-123.103282, 49.279756]",Rachel Topham,Privately owned,620,555 Columbia Street,"“聚 Gathering” is a mural painting that celebrates diversity and the thriving intergenerational community in Chinatown.The site of this mural plays an important role of representing Chinese cultural heritage in Vancouver. Chinese Cultural Center (CCC) has been providing facilities and initiatives for language classes, exhibitions, and cultural performances etc since the 1920s. Not limited to only Chinese-speaking patrons, CCC is a safe space where those who love Chinese culture can share their interests and where young people or native-born Chinese can explore their roots. It is important to emphasize that Chinatown is not only for Chinese or tourists but a space that welcomes everyone to celebrate the beauty of diversity.When one generation passes their secret recipes or tell their life stories to the next generation, it is like passing down little pieces of cultural heritage. I hope the mural introduces a slice of Chinatown’s multicultural and intergenerational community in a fun and optimistic way.",Downtown,Mural,Paint and Oil based markers,"Mural on a shutter door on Carrall St, facing the SUCCESS Senior Care Home",-123.103282,49.279756
216,public-art,2f26909de3918e4044dc1390c1975c675bfe95ea,2020-06-22T10:31:46.074000+00:00,In place,"This artwork is part of a series of murals in Chinatown, commissioned through the City's Chinatown Mural Artist Call 2019. In February 2019, the City invited proposals for temporary painted murals and digital printed artwork within Chinatown's public realm. In April 2019, proposals were shortlisted by a panel of art experts from Chinatown who have cultural knowledge of the neighbourhood's heritage, with four projects then recommended for commission.",2019,application/octet-stream,aspx?AreaId=809&ImageId=1582,LCropped-Bagua-Artist-Association---Photo-By-Rachel-Topham.jpg,300.0,238b9f208619e3b6a3329a99b6487249,300.0,False,Liang You Bookstore,809,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=809,DowntownEastside,Point,"[-123.098962, 49.278296]",Rachel Topham,City of Vancouver,621,218 E Georgia St,"“Eight Immortals Crossing the Sea” is a familiar story from Chinese folklore about eight immortals crossing the East Sea differently with their special powers. The saying “eight immortals crossing the sea, each with their prowess” has become an allegory to describe how everyone has a unique way to complete the task. The eight immortals, in the context of migration, can be seen as representations and celebrations of diversity in all the individuals that make up the history of Vancouver’s Chinatown: those who have overcome difficulties, and those who have made contributions tothis community, each in their own way.We hope the mural, through its exploration of Chinese mythology in a local context, can act as a catalyst to re-imagine Vancouver’sChinatown, its history, and its people as the work re-interprets a traditional story in celebration of the real stories of the community members who shaped this neighbourhood. We also hope the depiction of a classic legend can spark conversations between generations, and provide an opportunity to bridge cultures.《⼋八仙過海海》是⼀一個廣為⼈人知的中國神話，講述了了⼋八位神仙各⾃自施展法⼒力力橫渡東海海的故事。由此故事發展出的諺語—「⼋八仙過海海，各顯神通」寓意每個⼈人都有其獨特的⽅方法去戰勝困難。重新詮釋的「⼋八仙」也象徵了了所有通過不不同⽅方式跨海海來來到這⽚片⼟土地，戰勝困難，為唐⼈人街社區做出貢獻的⼈人們。⼋八卦藝術家⼩小組嘗試⽤用壁畫形式呈現神話故事《⼋八仙過海海》，並傳遞其背後蘊藏的象徵意義。壁畫本身在溫哥華唐⼈人街獨特社區⽂文化的基礎上為唐⼈人街提供了了新的想像空間，為觀看者理理解唐⼈人街社區的歷歷史和社區成員提供了了新的內容。通過重新詮釋的《⼋八仙過海海》故事來來讚揚所有參參與建設唐⼈人街社區的個體和其⼈人⽣生經歷歷；同時可以為⻑⾧長者和⻘青少年年，華裔和⾮非華裔加拿⼤大⼈人之間的交流搭建橋樑。",Strathcona,Mural,Acrylic Latex Paint,Adjacent to the laneway,-123.098962,49.278296
217,public-art,38c1eda382bfd0b687955da8d1be0c6f125aa061,2020-06-22T10:31:46.074000+00:00,In place,"This artwork is part of a series of murals in Chinatown, commissioned through the City's Chinatown Mural Artist Call 2019. In February 2019, the City invited proposals for temporary painted murals and digital printed artwork within Chinatown's public realm. In April 2019, proposals were shortlisted by a panel of art experts from Chinatown who have cultural knowledge of the neighbourhood's heritage, with four projects then recommended for commission.",2019,application/octet-stream,aspx?AreaId=811&ImageId=1587,LChinatown-2019-Shuren-Arthur-Cheng-Web-Photo-By-Rachel-Topham.jpg,300.0,c5b35c4152bc8ce7167f9f9fcf82e9cd,300.0,False,,811,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=811,DowntownEastside,Point,"[-123.101335, 49.278969]",Rachel Topham,City of Vancouver,622,180 Keefer Street,"The historical Chinatown Spring Festival parade fully reflects the success of multiculturalism in Canada. The setting of this mural painting is in front of the Millennium Gate in Chinatown, It is a joyful celebration, with Chinese traditional dragon and line dances welcoming the god of wealth. In attendance are people from the political and business circles as well as from the Chinese community. There are also the veterans’ military band members and people from the various indigenous nations. The scene depicted symbolizes the longevity and prosperity of Vancouver Chinatown.",Downtown,Mural,Paint,,-123.101335,49.278969
218,public-art,30497f18127c3ccbd59a937107ee7d8e49c6bafd,2020-06-22T10:31:46.074000+00:00,In place,"This artwork is part of a series of Indigenous artwork, commissioned through the City’s Indigenous Artist Call 2019. In February 2019, the City invited proposals for temporary painted murals and digital printed artwork within Vancouver’s public realm, located on the unceded ancestral homelands of the Musqueam, Squamish and Tsleil Waututh peoples. In April 2019, proposals were shortlisted by a panel of urban and local Indigenous art experts, with six projects then recommended for commission.",2019,application/octet-stream,aspx?AreaId=814&ImageId=1585,LIndigenous-2019-Haisla-Collins--Web-Photo-By-SITE-Photography.jpg,300.0,3579c8364afa4465a852d7227188df40,300.0,False,"Vancouver Public Library, Central Library",814,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=814,Downtown,Point,"[-123.115556, 49.279698]",SITE Photography,City of Vancouver,567,350 West Georgia Street,"""Sisters, Daughters, Clan mothers: Honouring Indigenous Women and Girls is a work honouring Indigenous women and girls, their contribution to the arts, their connection to the land, their resilience and their contribution to the community. The work is situated above the elevators on the main floor of the central Vancouver Public Library. I chose this spot because to me it connects indigenous peoples’ voices and understandings to the public realm of knowledge, understanding, and education. I took special care to include many traditional elements of north-west coast and prairie cultures, and represent many kinds of faces of indigenous women.""",Downtown,Mural,Paint,The mural is situated in the recessed wall space above the public elevators on the main floor of the library. People come into eye level contact with it when they ride the escalator.,-123.115556,49.279698
219,public-art,343033c10229c48aebd861a423511041715bdbc1,2020-06-22T10:31:46.074000+00:00,In place,"This artwork is part of a series of Indigenous artwork, commissioned through the City’s Indigenous Artist Call 2019.  In February 2019, the City invited proposals for temporary painted murals and digital printed artwork within Vancouver’s public realm, located on the unceded ancestral homelands of the Musqueam, Squamish and TsleilWaututh peoples. In April 2019, proposals were shortlisted by a panel of urban and local Indigenous art experts, with six projects then recommended for commission.",2019,application/octet-stream,aspx?AreaId=815&ImageId=1580,LIndigenous 2019 - Banners - Joshua Mangeshig Pawis-Steckley - Photo By SITE Photography.jpg,300.0,0c2a233ac75463a591e775fb32cb0895,300.0,False,"Vancouver Public Library, Central Branch",815,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=815,Downtown,Point,"[-123.115556, 49.279698]",SITE Photography,City of Vancouver,625,350 West Georgia Street,"These banners show the story of the Anishinaabe Seven Fires Prophecies, which show the history of our people, our resiliency, our strength and our resurgence. Each fire is a representation of an era in Anishinaabeg history, foretelling our migration westward, the coming of Europeans, and our present day where we now stand in the seventh fire. Each of the banners is represented by an animal with importance within our culture that relates to each fire and illustrates our storytelling expertise. With the telling of this story, it is my aim to inspire Indigenous people to relearn our stories and teachings. I also wish to encourage discussion about reconciliation and protecting our earth.The Anishinaabeg are a proud and loving nation with a rich spiritual history. With these banners I’m bringing our stories to the library as a place of learning, to share our culture and knowledge with the west coast.Miigwech",Downtown,Two-dimensional artwork,Digital artwork printed on vinyl banners,Banners,-123.115556,49.279698
220,public-art,21876ec04a57312385403f6a66b1204af853e5c2,2020-06-22T10:31:46.074000+00:00,In place,"Erwin Wurm is the 19th installation in the Offsite series and was on view from September 20, 2019 to March 22, 2020. Offsite is an outdoor public art space in the heart of the city. Presenting an innovative program of temporary projects, it is a site for local and international contemporary artists to exhibit works related to the surrounding urban context. Featured artists consider the site-specific potential of art within the public realm and respond to the changing social and cultural conditions of our contemporary world. New projects are installed in the spring and fall of each year.Offsite is organized by the Vancouver Art Gallery and funded by the City of Vancouver through the Public Art Program.",2019,application/octet-stream,aspx?AreaId=825&ImageId=1674,LWurm__0065.jpg,300.0,606d7fbce6fee5aacda36d00722505a0,300.0,False,Shangri-la - Offsite,825,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=825,West End,Point,"[-123.123947, 49.285762]","Ian Lefebvre, Vancouver Art Gallery",Privately owned,631,1128 West Georgia Street,"""Inspired by Henry David Thoreau’s essay “Civil Disobedience” (1849), Wurm’s Big Disobedience, (2016) makes reference to an often explored theme: political and social correctness. Related in its use of the human form and apparel, Half Big Suit (2016) stems from an earlier series, Cut, that investigates the fragmented body. Fixed in an awkward position, with one leg extended in the air, the static sculpture conveys a sense of distress experienced while undergoing a durational performance or holding a lengthy pose. In their focus on the body and its motions, these works relateto Wurm’s famous One Minute Sculptures series (XXXX), in which viewers enact simple yet absurd poses for one minute at a time.The relationship between the organic transformation of the body through biological factors and the intentional moulding of objects in Wurm’s work is illustrated in his architectural structure, Flat Iron (2016). Here the artist’s distorted recreation of New York’s iconic Flatiron Building is demonstrated in a melting structure, demonstrating further how the manipulation of volume, scale, form and materiality, can signal transformation in both human and non-human form.Inspired by Wurm’s performative practice, the Gallery invited Mike Bourscheid, an artist who works between Luxembourg and Vancouver, to develop a series of performative interventions at Offsite: Erwin Wurm."" - Vancouver Art Gallery",West End,Sculpture,,West of Shangri-la Hotel (on W. Georgia between Thurlow and Bute),-123.123947,49.285762
221,public-art,9e291b698ee36f630703c40c047d0eb289baeb0a,2020-06-22T10:31:46.074000+00:00,In place,,2016,application/octet-stream,aspx?AreaId=693&ImageId=629,LKatie So - Knot Yourself - Image 01.jpg,300.0,4626b51f054f3dd4677d8eda7ab3fb55,300.0,False,Fontile (E),693,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=693,Strathcona,Point,"[-123.098821, 49.270913]",City of Vancouver,Privately owned,513;514,237 SOUTHERN STREET,,Strathcona,Mural,Paint,East,-123.098821,49.270913
222,public-art,893fa5ef7360a31d0615b71a3f50500e29fc824c,2020-06-22T10:31:46.074000+00:00,In place,,2016,application/octet-stream,aspx?AreaId=698&ImageId=619,LAlison Woodward - Graeme McCormack - I ate a whole raccoon - Image 01.jpg,300.0,72bb409025a0cb988c603a6e0927d46a,300.0,False,Makerlabs (B),698,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=698,DowntownEastside,Point,"[-123.087695, 49.281801]",City of Vancouver,Privately owned,553;554,780 East Cordova,,Strathcona,Mural,Paint,South Wall,-123.087695,49.281801
223,public-art,88a507dfc11635a8d87e3500bae6cb9eb19939e8,2020-06-22T10:31:46.074000+00:00,In place,,2016,application/octet-stream,aspx?AreaId=699&ImageId=620,LMandy Tsung - Chop Logik (Russell Alton) - Armourer - Image 01.jpg,300.0,5e771a72dcb2572134cb2554e88a769c,300.0,False,Makerlabs (C),699,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=699,DowntownEastside,Point,"[-123.087695, 49.281801]",City of Vancouver,Privately owned,502;503,780 East Cordova,,Strathcona,Mural,Paint,South - West Wall,-123.087695,49.281801
224,public-art,4cc7df503be7f702296f61b42b13534f6525539d,2020-06-22T10:31:46.074000+00:00,In place,,2016,application/octet-stream,aspx?AreaId=700&ImageId=630,LColin Moore - Tierney Milne - Wavy Wetcoast - Image 01.jpg,300.0,d9a61a660e140b82d9152c1695df4c54,300.0,False,Makerlabs (D),700,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=700,DowntownEastside,Point,"[-123.087695, 49.281801]",City of Vancouver,Privately owned,504;505,780 East Cordova,,Strathcona,Mural,Paint,West and North - Western Wall,-123.087695,49.281801
225,public-art,883afe282ef4ec77d5f5bff9141669fedd18658c,2020-06-22T10:31:46.074000+00:00,In place,,2016,application/octet-stream,aspx?AreaId=702&ImageId=621,LDedos - Nelson Garcia - Tidal Recall - Image 02.jpg,300.0,7e6e026e477da850cb9eafa6d901d9e7,300.0,False,Makerlabs (F),702,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=702,DowntownEastside,Point,"[-123.087695, 49.281801]",City of Vancouver,Privately owned,544,780 East Cordova,,Strathcona,Mural,Paint and aerosol,East Wall,-123.087695,49.281801
226,public-art,82ef8992504e20330de89c02b17721e6a2b2a21b,2020-06-22T10:31:46.074000+00:00,In place,,2016,,,,,,,,Low Tide Properties,709,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=709,Mount Pleasant,Point,"[-123.098153, 49.263048]",,Privately owned,515,333 East Broadway,,Mount Pleasant,Mural,Aerosol,,-123.098153,49.263048
227,public-art,6eb050edd1080e1db84bc5446c546b9ce9e47cab,2020-06-22T10:31:46.074000+00:00,In place,"The City of Vancouver, as part of its Canada 150+ program, commissioned a series of six paint and print murals created by Indigenous artists and artist teams. The public art is part of the City’s ongoing commitment to reconciliation and strengthening of relations between Indigenous communities and Vancouverites.The murals, banners and transparencies were commissioned as part of the City of Vancouver's commemoration of the sesquicentennial of Canada's confederation. Vancouver refocused the national celebration on its indigenous peoples and First Nations, who long precede confederation, and whose resurgence will continue long past the anniversary--hence ""150+"".The public art program issued a call for murals in January 2017. The six successful applicant teams were reviewed and chosen by a selection panel of Indigenous artists and art professionals.The projects were realized throughout the city centre, including projects at the central library, Queen Elizabeth Theatre and its plaza, the headhouse of a Canada Line station, a laneway on the Downtown Eastside, and the lot where the Kanata Fest and the Drum Is Calling Festival were held.Works variously drew from Coast Salish, formline, and Woodland School forms, presented portraits mixing contemporary and traditional clothing and regalia, and collaged photographic images into abstracted compositions.Commissioned in the spirit of Reconcilation, the project served to increase Indigenous visibility on the unceded territories of the Musqueam, Squamish, and Tsleil-Waututh Nations now known as Vancouver.",2017,application/octet-stream,aspx?AreaId=741&ImageId=1196,LMural_4.jpg,300.0,e51945b42e3fb3167b7696f21fbb986b,300.0,False,600 block of Beatty Street,741,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=741,Downtown,Point,"[-123.110671, 49.279724]",Rachel Topham,City of Vancouver,294;567;568;569;570;571,,"This mural is about Indigenous cultures and stories of First Peoples across Canada. The background colours of black, white, yellow and red represent the four directions of the medicine wheel and the three realms (earth, sky and sea) of the peoples who live along the Northwest Coast. The mural is meant to honour all the First Peoples of Canada, their cultures, stories, and understandings.",Downtown,Mural,Paint,"600 block of Beatty Street, west side, from Dunsmuir Street to Georgia Street",-123.110671,49.279724
228,public-art,11921f19fbd9afd299f60e59e79aa11dcf0f4075,2020-06-22T10:31:46.074000+00:00,In place,"Peter Gazendam’s A Long Conversation (For Oona) (2017) is a series of 40 bronze sculptures of the species ariolimax columbianus, commonly called banana slugs, installed in and around Columbia College’s Terminal Avenue campus.",2017,application/octet-stream,aspx?AreaId=751&ImageId=1213,Limage 11 - image credit Blaine Campbell.jpg,300.0,01e8b02e41f809d4076a24cd758ba73b,300.0,False,Columbia College,751,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=751,Strathcona,Point,"[-123.095135, 49.271726]",Blaine Campbell,Privately owned,580,438 Terminal,,Strathcona,Sculpture,Bronze,438/468 Terminal Avenue (between Thornton and Scotia Streets),-123.095135,49.271726
